Unique Key,Created Date,Due Date,Closed Date,Agency Name,Complaint Type,Descriptor,Park Borough,Latitude,Longitude
30991963,7/2/15 16:02,9/1/15 11:32,8/19/15 8:46,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,BROOKLYN,40.67610154,-73.95961861
31715677,10/9/15 9:33,10/9/15 17:33,10/9/15 10:19,New York City Police Department,Noise - Commercial,Loud Music/Party,MANHATTAN,40.71867079,-73.98529238
31720022,10/10/15 1:38,10/10/15 9:38,10/10/15 5:40,New York City Police Department,Illegal Parking,Commercial Overnight Parking,STATEN ISLAND,40.53662264,-74.20451858
31720078,10/9/15 19:20,10/10/15 3:20,10/9/15 20:00,New York City Police Department,Traffic,Truck Route Violation,MANHATTAN,40.77818066,-73.95654539
31720799,10/9/15 12:06,10/9/15 20:06,10/9/15 16:22,New York City Police Department,Illegal Parking,Blocked Sidewalk,BROOKLYN,40.7041637,-73.93017472
31451555,9/2/15 7:40,9/2/15 15:40,9/2/15 9:38,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,MANHATTAN,40.74816786,-73.97995528
31446276,9/2/15 14:12,,9/2/15 14:12,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,Unspecified,,
31445322,9/2/15 9:12,,9/2/15 9:13,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,Unspecified,,
31720651,10/9/15 14:31,10/9/15 22:31,10/9/15 15:40,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.73887523,-73.85504423
31713211,10/8/15 22:23,,10/11/15 9:59,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,BRONX,40.85203251,-73.90548655
31715623,10/9/15 21:50,10/10/15 5:50,10/10/15 5:20,New York City Police Department,Illegal Parking,Blocked Hydrant,STATEN ISLAND,40.55695166,-74.18282643
31454590,9/3/15 19:01,9/13/15 19:01,9/8/15 15:08,Department of Transportation,Sidewalk Condition,Dumpster - Construction Waste,BROOKLYN,40.58329992,-73.95877108
31498646,9/9/15 13:29,9/9/15 21:29,9/9/15 17:48,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.70751897,-73.80644137
31650350,9/30/15 10:45,,10/11/15 13:01,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,BRONX,40.82013874,-73.8762596
30321869,4/2/15 16:57,4/23/15 16:57,4/10/15 17:30,Department of Transportation,Broken Muni Meter,No Receipt,MANHATTAN,40.78012132,-73.95010969
31114779,7/19/15 9:27,7/19/15 17:27,7/19/15 15:37,New York City Police Department,Homeless Encampment,N/A,QUEENS,40.74089618,-73.8996069
31646791,9/30/15 10:49,10/10/15 10:49,9/30/15 12:32,Department of Transportation,Street Condition,Failed Street Repair,BROOKLYN,40.647693,-73.98036385
31786412,10/19/15 8:33,,11/2/15 10:24,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,BROOKLYN,40.65280703,-73.93151867
29802018,1/27/15 6:20,2/6/15 6:20,2/3/15 15:10,Department of Transportation,Street Condition,Defective Hardware,QUEENS,40.73859931,-73.87743225
30374784,4/10/15 23:05,4/11/15 7:05,4/11/15 2:45,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,BROOKLYN,40.72766582,-73.94279957
31615558,9/25/15 16:47,9/30/15 16:47,10/1/15 19:19,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,MANHATTAN,40.75372164,-73.97230899
31796961,10/19/15 2:11,,10/20/15 18:33,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,BRONX,40.82469438,-73.87827814
31793985,10/19/15 21:00,,10/22/15 17:21,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,BROOKLYN,40.64103096,-73.92557816
31918126,11/5/15 13:29,11/5/15 21:29,11/5/15 16:03,New York City Police Department,Blocked Driveway,Partial Access,QUEENS,40.69739142,-73.82941057
31577456,9/20/15 16:27,9/21/15 0:27,9/20/15 20:36,New York City Police Department,Noise - Commercial,Loud Music/Party,BROOKLYN,40.68689522,-73.99090992
30190360,3/16/15 17:41,3/17/15 1:41,3/16/15 18:14,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.77975999,-73.84788171
